broker_service	rho	eta	metric	estimate	se	lower	upper	n
access_only	0.0	0.03	broker_fill_rate	0.9941343765366767	0.00030531111824440163	0.9934953530221129	0.9947734000512405	20
access_only	0.0	0.03	broker_holdout_rank	0.9856170715124983	0.0007061878690664082	0.984139003315611	0.9870951397093857	20
access_only	0.0	0.03	broker_net_output_per_requested_position	4.926640025796272	0.07715426991822064	4.765154282957124	5.088125768635419	20
access_only	0.0	0.03	broker_selected_rank	0.9262304997073537	0.003967921738003552	0.9179255440637026	0.9345354553510048	20
access_only	0.0	0.03	mean_degree	22.461197499999997	0.12857009574317	22.192097196931964	22.73029780306803	20
access_only	0.0	0.03	net_output_per_requested_position	4.827296273820488	0.07343184305352062	4.6736016599499335	4.980990887691042	20
access_only	0.0	0.03	outsourcing_rate	0.9122563872990327	0.00558290981928685	0.900571222753673	0.9239415518443924	20
access_only	0.0	0.03	q_gap	1.1457106626679632	0.06288467670366885	1.0140915216734945	1.2773298036624319	20
access_only	0.0	0.03	rank_gap	0.2918822799287434	0.005881162502157496	0.27957286534384357	0.3041916945136432	20
access_only	0.0	0.03	self_fill_rate	0.998074702169354	0.00017887081748971552	0.9977003212457164	0.9984490830929916	20
access_only	0.0	0.03	self_net_output_per_requested_position	3.7629692325852	0.07269903276708199	3.6108084082714793	3.9151300568989207	20
access_only	0.5	0.0	access_fraction	0.015780225797140116	0.0008015222956387706	0.0141026203522236	0.01745783124205663	20
access_only	0.5	0.0	agent_holdout_rank	0.7044012195121951	0.005242485483986175	0.6934285712893257	0.7153738677350646	20
access_only	0.5	0.0	betweenness	0.1133519127291506	0.006859357035090775	0.09899511345693074	0.12770871200137046	20
access_only	0.5	0.0	broker_fill_rate	0.9957103891605389	0.00037396060062559196	0.9949276806280285	0.9964930976930493	20
access_only	0.5	0.0	broker_holdout_rank	0.8896018105065666	0.01171716081564198	0.8650775110700575	0.9141261099430757	20
access_only	0.5	0.0	broker_net_output_per_requested_position	4.1758323819798235	0.058775751777914755	4.052813319692716	4.298851444266931	20
access_only	0.5	0.0	broker_selected_rank	0.9214974668343249	0.005972369209488521	0.9089971544170579	0.9339977792515919	20
access_only	0.5	0.0	mean_degree	68.8792325	1.1698965155723617	66.43061095173859	71.32785404826141	20
access_only	0.5	0.0	net_output_per_requested_position	4.670148914863736	0.05222125792160046	4.560848565882366	4.779449263845106	20
access_only	0.5	0.0	outsourcing_rate	0.44300766930803964	0.018637512453262887	0.403998907429026	0.4820164311870533	20
access_only	0.5	0.0	q_gap	-0.8573796486162941	0.04309767071766906	-0.9475841101173441	-0.7671751871152441	20
access_only	0.5	0.0	rank_gap	0.18520059099437144	0.013448525579698887	0.1570525034597362	0.21334867852900669	20
access_only	0.5	0.0	self_fill_rate	0.9996693224122687	5.9073298625604213e-5	0.9995456805772721	0.9997929642472653	20
access_only	0.5	0.0	self_net_output_per_requested_position	5.056819890254667	0.06110288432247715	4.928930083573994	5.18470969693534	20
access_only	0.5	0.001	access_fraction	0.03262246956672101	0.0010026466147428663	0.030523906083993132	0.034721033049448895	20
access_only	0.5	0.001	agent_holdout_rank	0.6918548780487803	0.006179802666815332	0.6789204024156392	0.7047893536819214	20
access_only	0.5	0.001	betweenness	0.16862608786450797	0.009400446118169934	0.1489507280170091	0.18830144771200685	20
